"Day","Hospitalizations","ICU","Ventilators"
2020-04-01,176,37,30
2020-04-02,217,46,37
2020-04-03,259,55,44
2020-04-04,311,65,52
2020-04-05,361,76,61
2020-04-06,423,88,70
2020-04-07,492,100,80
2020-04-08,562,113,90
2020-04-09,640,126,101
2020-04-10,718,140,112
2020-04-11,798,153,122
2020-04-12,877,165,132
2020-04-13,955,177,142
2020-04-14,1030,188,150
2020-04-15,1102,197,158
2020-04-16,1168,205,164
2020-04-17,1228,211,169
2020-04-18,1279,215,172
2020-04-19,1323,218,174
2020-04-20,1357,219,175
2020-04-21,1381,218,174
2020-04-22,1396,215,172
2020-04-23,1400,211,169
2020-04-24,1395,206,165
2020-04-25,1380,200,160
2020-04-26,1357,192,154
2020-04-27,1327,184,147
2020-04-28,1290,176,141
2020-04-29,1248,167,134
2020-04-30,1201,158,126
2020-05-01,1150,149,119
2020-05-02,1098,140,112
2020-05-03,1043,131,105
2020-05-04,987,123,98
2020-05-05,931,115,92
2020-05-06,875,106,85
2020-05-07,821,99,79
2020-05-08,768,92,74
2020-05-09,717,85,68
2020-05-10,668,79,63
2020-05-11,622,73,58
2020-05-12,578,67,54
2020-05-13,536,62,50
2020-05-14,497,58,46
2020-05-15,461,53,43
2020-05-16,427,49,39
2020-05-17,394,45,36
2020-05-18,363,42,33
2020-05-19,334,38,31
2020-05-20,307,35,28
2020-05-21,282,32,25
2020-05-22,259,29,23
2020-05-23,237,26,21
2020-05-24,217,24,19
2020-05-25,199,22,17
2020-05-26,182,20,16
2020-05-27,167,18,15
2020-05-28,154,17,14
2020-05-29,140,16,12
2020-05-30,128,14,12
2020-05-31,117,13,11
2020-06-01,108,12,10
2020-06-02,99,12,9
2020-06-03,92,11,9
2020-06-04,85,10,8
2020-06-05,79,9,7
2020-06-06,74,9,7
2020-06-07,69,8,7
2020-06-08,65,8,6
2020-06-09,60,7,6
2020-06-10,56,7,5
2020-06-11,52,6,5
2020-06-12,48,6,5
2020-06-13,45,5,4
2020-06-14,41,5,4
2020-06-15,37,4,3
2020-06-16,34,4,3
2020-06-17,30,3,2
2020-06-18,27,3,2
2020-06-19,24,2,2
2020-06-20,21,2,1
2020-06-21,18,1,1
2020-06-22,15,1,1
2020-06-23,13,1,1
2020-06-24,11,1,0
2020-06-25,9,0,0
2020-06-26,7,0,0
2020-06-27,5,0,0
2020-06-28,4,0,0
2020-06-29,3,0,0
2020-06-30,2,0,0
2020-07-01,2,0,0
2020-07-02,1,0,0
2020-07-03,1,0,0
2020-07-04,1,0,0
2020-07-05,0,0,0
2020-07-06,0,0,0
2020-07-07,0,0,0
2020-07-08,0,0,0
2020-07-09,0,0,0
2020-07-10,0,0,0
2020-07-11,0,0,0
2020-07-12,0,0,0
2020-07-13,0,0,0
2020-07-14,0,0,0
2020-07-15,0,0,0
2020-07-16,0,0,0
2020-07-17,0,0,0
2020-07-18,0,0,0
2020-07-19,0,0,0
2020-07-20,0,0,0
2020-07-21,0,0,0
2020-07-22,0,0,0
2020-07-23,0,0,0
2020-07-24,0,0,0
2020-07-25,0,0,0
2020-07-26,0,0,0
2020-07-27,0,0,0
2020-07-28,0,0,0
2020-07-29,0,0,0
2020-07-30,0,0,0
2020-07-31,0,0,0
2020-08-01,0,0,0
2020-08-02,0,0,0
2020-08-03,0,0,0
2020-08-04,0,0,0
