"Day","Hospitalizations","ICU","Ventilators"
2020-04-01,395,78,63
2020-04-02,449,87,70
2020-04-03,498,96,77
2020-04-04,553,105,84
2020-04-05,600,113,90
2020-04-06,647,119,95
2020-04-07,696,124,99
2020-04-08,724,127,102
2020-04-09,751,128,103
2020-04-10,768,127,102
2020-04-11,777,124,99
2020-04-12,775,118,95
2020-04-13,764,111,89
2020-04-14,745,103,83
2020-04-15,717,94,75
2020-04-16,682,85,68
2020-04-17,641,75,60
2020-04-18,594,66,53
2020-04-19,544,57,45
2020-04-20,492,48,39
2020-04-21,439,40,32
2020-04-22,388,34,27
2020-04-23,338,27,22
2020-04-24,290,22,18
2020-04-25,246,17,14
2020-04-26,206,13,11
2020-04-27,171,10,8
2020-04-28,140,8,6
2020-04-29,113,5,4
2020-04-30,89,4,3
2020-05-01,71,3,2
2020-05-02,55,2,2
2020-05-03,42,1,1
2020-05-04,31,1,1
2020-05-05,23,1,1
2020-05-06,17,1,0
2020-05-07,11,0,0
2020-05-08,8,0,0
2020-05-09,6,0,0
2020-05-10,4,0,0
2020-05-11,3,0,0
2020-05-12,2,0,0
2020-05-13,1,0,0
2020-05-14,1,0,0
2020-05-15,1,0,0
2020-05-16,0,0,0
2020-05-17,0,0,0
2020-05-18,0,0,0
2020-05-19,0,0,0
2020-05-20,0,0,0
2020-05-21,0,0,0
2020-05-22,0,0,0
2020-05-23,0,0,0
2020-05-24,0,0,0
2020-05-25,0,0,0
2020-05-26,0,0,0
2020-05-27,0,0,0
2020-05-28,0,0,0
2020-05-29,0,0,0
2020-05-30,0,0,0
2020-05-31,0,0,0
2020-06-01,0,0,0
2020-06-02,0,0,0
2020-06-03,0,0,0
2020-06-04,0,0,0
2020-06-05,0,0,0
2020-06-06,0,0,0
2020-06-07,0,0,0
2020-06-08,0,0,0
2020-06-09,0,0,0
2020-06-10,0,0,0
2020-06-11,0,0,0
2020-06-12,0,0,0
2020-06-13,0,0,0
2020-06-14,0,0,0
2020-06-15,0,0,0
2020-06-16,0,0,0
2020-06-17,0,0,0
2020-06-18,0,0,0
2020-06-19,0,0,0
2020-06-20,0,0,0
2020-06-21,0,0,0
2020-06-22,0,0,0
2020-06-23,0,0,0
2020-06-24,0,0,0
2020-06-25,0,0,0
2020-06-26,0,0,0
2020-06-27,0,0,0
2020-06-28,0,0,0
2020-06-29,0,0,0
2020-06-30,0,0,0
2020-07-01,0,0,0
2020-07-02,0,0,0
2020-07-03,0,0,0
2020-07-04,0,0,0
2020-07-05,0,0,0
2020-07-06,0,0,0
2020-07-07,0,0,0
2020-07-08,0,0,0
2020-07-09,0,0,0
2020-07-10,0,0,0
2020-07-11,0,0,0
2020-07-12,0,0,0
2020-07-13,0,0,0
2020-07-14,0,0,0
2020-07-15,0,0,0
2020-07-16,0,0,0
2020-07-17,0,0,0
2020-07-18,0,0,0
2020-07-19,0,0,0
2020-07-20,0,0,0
2020-07-21,0,0,0
2020-07-22,0,0,0
2020-07-23,0,0,0
2020-07-24,0,0,0
2020-07-25,0,0,0
2020-07-26,0,0,0
2020-07-27,0,0,0
2020-07-28,0,0,0
2020-07-29,0,0,0
2020-07-30,0,0,0
2020-07-31,0,0,0
2020-08-01,0,0,0
2020-08-02,0,0,0
2020-08-03,0,0,0
2020-08-04,0,0,0
