"Day","Hospitalizations","ICU","Ventilators"
2020-04-01,1,0,0
2020-04-02,2,0,0
2020-04-03,3,1,1
2020-04-04,6,1,1
2020-04-05,9,2,2
2020-04-06,14,3,3
2020-04-07,19,4,4
2020-04-08,26,6,5
2020-04-09,34,8,6
2020-04-10,43,10,8
2020-04-11,54,12,10
2020-04-12,66,15,12
2020-04-13,81,17,14
2020-04-14,96,21,16
2020-04-15,113,24,19
2020-04-16,132,27,22
2020-04-17,152,31,25
2020-04-18,174,34,28
2020-04-19,196,38,31
2020-04-20,218,42,34
2020-04-21,241,46,37
2020-04-22,265,49,40
2020-04-23,288,53,42
2020-04-24,310,56,45
2020-04-25,332,59,47
2020-04-26,353,62,49
2020-04-27,371,64,51
2020-04-28,389,66,53
2020-04-29,404,67,54
2020-04-30,416,68,54
2020-05-01,427,68,55
2020-05-02,434,68,55
2020-05-03,439,68,54
2020-05-04,442,67,54
2020-05-05,442,66,53
2020-05-06,439,64,51
2020-05-07,433,62,50
2020-05-08,426,60,48
2020-05-09,417,58,46
2020-05-10,405,55,44
2020-05-11,393,53,42
2020-05-12,379,50,40
2020-05-13,364,47,38
2020-05-14,348,45,36
2020-05-15,332,42,34
2020-05-16,315,40,32
2020-05-17,298,37,30
2020-05-18,282,35,28
2020-05-19,265,32,26
2020-05-20,249,30,24
2020-05-21,233,28,22
2020-05-22,217,26,21
2020-05-23,202,24,19
2020-05-24,187,22,17
2020-05-25,173,20,16
2020-05-26,160,18,15
2020-05-27,148,17,13
2020-05-28,136,15,12
2020-05-29,125,14,11
2020-05-30,115,13,10
2020-05-31,105,12,9
2020-06-01,97,11,9
2020-06-02,88,10,8
2020-06-03,81,9,7
2020-06-04,74,8,7
2020-06-05,68,8,6
2020-06-06,62,7,6
2020-06-07,57,6,5
2020-06-08,52,6,5
2020-06-09,47,5,4
2020-06-10,43,5,4
2020-06-11,39,4,3
2020-06-12,35,4,3
2020-06-13,31,3,3
2020-06-14,28,3,2
2020-06-15,25,2,2
2020-06-16,22,2,2
2020-06-17,19,2,1
2020-06-18,16,1,1
2020-06-19,14,1,1
2020-06-20,12,1,1
2020-06-21,10,1,0
2020-06-22,8,0,0
2020-06-23,7,0,0
2020-06-24,5,0,0
2020-06-25,4,0,0
2020-06-26,3,0,0
2020-06-27,2,0,0
2020-06-28,2,0,0
2020-06-29,1,0,0
2020-06-30,1,0,0
2020-07-01,1,0,0
2020-07-02,1,0,0
2020-07-03,0,0,0
2020-07-04,0,0,0
2020-07-05,0,0,0
2020-07-06,0,0,0
2020-07-07,0,0,0
2020-07-08,0,0,0
2020-07-09,0,0,0
2020-07-10,0,0,0
2020-07-11,0,0,0
2020-07-12,0,0,0
2020-07-13,0,0,0
2020-07-14,0,0,0
2020-07-15,0,0,0
2020-07-16,0,0,0
2020-07-17,0,0,0
2020-07-18,0,0,0
2020-07-19,0,0,0
2020-07-20,0,0,0
2020-07-21,0,0,0
2020-07-22,0,0,0
2020-07-23,0,0,0
2020-07-24,0,0,0
2020-07-25,0,0,0
2020-07-26,0,0,0
2020-07-27,0,0,0
2020-07-28,0,0,0
2020-07-29,0,0,0
2020-07-30,0,0,0
2020-07-31,0,0,0
2020-08-01,0,0,0
2020-08-02,0,0,0
2020-08-03,0,0,0
2020-08-04,0,0,0
