"State","Day","Hospitalizations","ICU","Ventilators"
"Wyoming",2020-04-07,9,1,1
"Wyoming",2020-04-08,15,2,2
"Wyoming",2020-04-09,21,3,3
"Wyoming",2020-04-10,28,4,4
"Wyoming",2020-04-11,39,6,5
"Wyoming",2020-04-12,51,8,7
"Wyoming",2020-04-13,64,10,9
"Wyoming",2020-04-14,82,13,11
"Wyoming",2020-04-15,96,16,13
"Wyoming",2020-04-16,113,19,16
"Wyoming",2020-04-17,132,22,19
"Wyoming",2020-04-18,150,26,22
"Wyoming",2020-04-19,168,29,25
"Wyoming",2020-04-20,186,32,27
"Wyoming",2020-04-21,202,36,30
"Wyoming",2020-04-22,220,39,33
"Wyoming",2020-04-23,230,42,36
"Wyoming",2020-04-24,243,45,38
"Wyoming",2020-04-25,253,48,40
"Wyoming",2020-04-26,256,49,41
"Wyoming",2020-04-27,258,50,43
"Wyoming",2020-04-28,256,51,43
"Wyoming",2020-04-29,258,52,44
"Wyoming",2020-04-30,255,52,44
"Wyoming",2020-05-01,247,51,43
"Wyoming",2020-05-02,236,51,43
"Wyoming",2020-05-03,226,49,42
"Wyoming",2020-05-04,215,48,40
"Wyoming",2020-05-05,203,45,38
"Wyoming",2020-05-06,186,43,36
"Wyoming",2020-05-07,171,40,34
"Wyoming",2020-05-08,155,37,31
"Wyoming",2020-05-09,141,35,29
"Wyoming",2020-05-10,129,32,27
"Wyoming",2020-05-11,114,28,24
"Wyoming",2020-05-12,100,26,22
"Wyoming",2020-05-13,88,23,20
"Wyoming",2020-05-14,78,21,18
"Wyoming",2020-05-15,67,18,15
"Wyoming",2020-05-16,58,16,13
"Wyoming",2020-05-17,49,14,12
"Wyoming",2020-05-18,42,12,10
"Wyoming",2020-05-19,35,10,9
"Wyoming",2020-05-20,28,8,7
"Wyoming",2020-05-21,23,7,6
"Wyoming",2020-05-22,19,6,5
"Wyoming",2020-05-23,15,5,4
"Wyoming",2020-05-24,12,4,3
"Wyoming",2020-05-25,10,3,3
"Wyoming",2020-05-26,7,2,2
"Wyoming",2020-05-27,6,2,2
"Wyoming",2020-05-28,5,2,1
"Wyoming",2020-05-29,4,1,1
"Wyoming",2020-05-30,3,1,1
"Wyoming",2020-05-31,2,1,1
"Wyoming",2020-06-01,2,0,0
"Wyoming",2020-06-02,1,0,0
"Wyoming",2020-06-03,1,0,0
"Wyoming",2020-06-04,1,0,0
"Wyoming",2020-06-05,0,0,0
"Wyoming",2020-06-06,0,0,0
"Wyoming",2020-06-07,0,0,0
"Wyoming",2020-06-08,0,0,0
"Wyoming",2020-06-09,0,0,0
"Wyoming",2020-06-10,0,0,0
"Wyoming",2020-06-11,0,0,0
"Wyoming",2020-06-12,0,0,0
"Wyoming",2020-06-13,0,0,0
"Wyoming",2020-06-14,0,0,0
"Wyoming",2020-06-15,0,0,0
"Wyoming",2020-06-16,0,0,0
"Wyoming",2020-06-17,0,0,0
"Wyoming",2020-06-18,0,0,0
"Wyoming",2020-06-19,0,0,0
"Wyoming",2020-06-20,0,0,0
"Wyoming",2020-06-21,0,0,0
"Wyoming",2020-06-22,0,0,0
"Wyoming",2020-06-23,0,0,0
"Wyoming",2020-06-24,0,0,0
"Wyoming",2020-06-25,0,0,0
"Wyoming",2020-06-26,0,0,0
"Wyoming",2020-06-27,0,0,0
"Wyoming",2020-06-28,0,0,0
"Wyoming",2020-06-29,0,0,0
"Wyoming",2020-06-30,0,0,0
"Wyoming",2020-07-01,0,0,0
"Wyoming",2020-07-02,0,0,0
"Wyoming",2020-07-03,0,0,0
"Wyoming",2020-07-04,0,0,0
"Wyoming",2020-07-05,0,0,0
"Wyoming",2020-07-06,0,0,0
"Wyoming",2020-07-07,0,0,0
"Wyoming",2020-07-08,0,0,0
"Wyoming",2020-07-09,0,0,0
"Wyoming",2020-07-10,0,0,0
"Wyoming",2020-07-11,0,0,0
"Wyoming",2020-07-12,0,0,0
"Wyoming",2020-07-13,0,0,0
"Wyoming",2020-07-14,0,0,0
"Wyoming",2020-07-15,0,0,0
"Wyoming",2020-07-16,0,0,0
"Wyoming",2020-07-17,0,0,0
"Wyoming",2020-07-18,0,0,0
"Wyoming",2020-07-19,0,0,0
"Wyoming",2020-07-20,0,0,0
"Wyoming",2020-07-21,0,0,0
"Wyoming",2020-07-22,0,0,0
"Wyoming",2020-07-23,0,0,0
"Wyoming",2020-07-24,0,0,0
"Wyoming",2020-07-25,0,0,0
"Wyoming",2020-07-26,0,0,0
"Wyoming",2020-07-27,0,0,0
"Wyoming",2020-07-28,0,0,0
"Wyoming",2020-07-29,0,0,0
"Wyoming",2020-07-30,0,0,0
"Wyoming",2020-07-31,0,0,0
"Wyoming",2020-08-01,0,0,0
"Wyoming",2020-08-02,0,0,0
"Wyoming",2020-08-03,0,0,0
"Wyoming",2020-08-04,0,0,0
"Wisconsin",2020-04-07,921,164,139
"Wisconsin",2020-04-08,1002,180,153
"Wisconsin",2020-04-09,1080,197,167
"Wisconsin",2020-04-10,1183,218,186
"Wisconsin",2020-04-11,1254,233,198
"Wisconsin",2020-04-12,1326,250,213
"Wisconsin",2020-04-13,1393,264,224
"Wisconsin",2020-04-14,1423,274,233
"Wisconsin",2020-04-15,1470,288,245
"Wisconsin",2020-04-16,1512,295,251
"Wisconsin",2020-04-17,1514,302,257
"Wisconsin",2020-04-18,1509,305,259
"Wisconsin",2020-04-19,1482,304,259
"Wisconsin",2020-04-20,1430,302,257
"Wisconsin",2020-04-21,1369,293,249
"Wisconsin",2020-04-22,1269,278,236
"Wisconsin",2020-04-23,1125,256,218
"Wisconsin",2020-04-24,955,231,196
"Wisconsin",2020-04-25,799,205,175
"Wisconsin",2020-04-26,652,178,152
"Wisconsin",2020-04-27,521,153,130
"Wisconsin",2020-04-28,409,131,111
"Wisconsin",2020-04-29,321,113,96
"Wisconsin",2020-04-30,265,101,86
"Wisconsin",2020-05-01,236,88,75
"Wisconsin",2020-05-02,207,75,63
"Wisconsin",2020-05-03,180,62,53
"Wisconsin",2020-05-04,156,51,43
"Wisconsin",2020-05-05,133,40,34
"Wisconsin",2020-05-06,110,31,26
"Wisconsin",2020-05-07,90,23,20
"Wisconsin",2020-05-08,72,17,14
"Wisconsin",2020-05-09,56,12,11
"Wisconsin",2020-05-10,43,10,9
"Wisconsin",2020-05-11,31,8,7
"Wisconsin",2020-05-12,22,7,6
"Wisconsin",2020-05-13,16,5,5
"Wisconsin",2020-05-14,12,4,4
"Wisconsin",2020-05-15,10,3,3
"Wisconsin",2020-05-16,7,3,2
"Wisconsin",2020-05-17,5,2,2
"Wisconsin",2020-05-18,4,1,1
"Wisconsin",2020-05-19,3,1,1
"Wisconsin",2020-05-20,2,1,1
"Wisconsin",2020-05-21,2,1,0
"Wisconsin",2020-05-22,1,0,0
"Wisconsin",2020-05-23,1,0,0
"Wisconsin",2020-05-24,1,0,0
"Wisconsin",2020-05-25,1,0,0
"Wisconsin",2020-05-26,0,0,0
"Wisconsin",2020-05-27,0,0,0
"Wisconsin",2020-05-28,0,0,0
"Wisconsin",2020-05-29,0,0,0
"Wisconsin",2020-05-30,0,0,0
"Wisconsin",2020-05-31,0,0,0
"Wisconsin",2020-06-01,0,0,0
"Wisconsin",2020-06-02,0,0,0
"Wisconsin",2020-06-03,0,0,0
"Wisconsin",2020-06-04,0,0,0
"Wisconsin",2020-06-05,0,0,0
"Wisconsin",2020-06-06,0,0,0
"Wisconsin",2020-06-07,0,0,0
"Wisconsin",2020-06-08,0,0,0
"Wisconsin",2020-06-09,0,0,0
"Wisconsin",2020-06-10,0,0,0
"Wisconsin",2020-06-11,0,0,0
"Wisconsin",2020-06-12,0,0,0
"Wisconsin",2020-06-13,0,0,0
"Wisconsin",2020-06-14,0,0,0
"Wisconsin",2020-06-15,0,0,0
"Wisconsin",2020-06-16,0,0,0
"Wisconsin",2020-06-17,0,0,0
"Wisconsin",2020-06-18,0,0,0
"Wisconsin",2020-06-19,0,0,0
"Wisconsin",2020-06-20,0,0,0
"Wisconsin",2020-06-21,0,0,0
"Wisconsin",2020-06-22,0,0,0
"Wisconsin",2020-06-23,0,0,0
"Wisconsin",2020-06-24,0,0,0
"Wisconsin",2020-06-25,0,0,0
"Wisconsin",2020-06-26,0,0,0
"Wisconsin",2020-06-27,0,0,0
"Wisconsin",2020-06-28,0,0,0
"Wisconsin",2020-06-29,0,0,0
"Wisconsin",2020-06-30,0,0,0
"Wisconsin",2020-07-01,0,0,0
"Wisconsin",2020-07-02,0,0,0
"Wisconsin",2020-07-03,0,0,0
"Wisconsin",2020-07-04,0,0,0
